source_file,puzzle_file,puzzle_name,difficulty,algorithm,solved,solution_length,states_explored,max_memory_kb,time_seconds
results/easy_15_Astar_20260411_184437.txt,puzzles/easy/easy_15.txt,easy_15.txt,Easy,A*,True,7,8,11.5,0.004330679992563091
results/hard_22_DFS_20260411_213352.txt,puzzles/hard/hard_22.txt,hard_22.txt,Hard,DFS,True,128,165,897.671875,0.027415672999950402
results/medium_7_DFS_20260411_202217.txt,puzzles/medium/medium_7.txt,medium_7.txt,Medium,DFS,True,200,489,1578.5703125,0.05044167500000185
results/medium_15_WAstar_W_1_5_20260411_202106.txt,puzzles/medium/medium_15.txt,medium_15.txt,Medium,WA* (W=1.5),True,19,20,99.296875,0.017415739999933066
results/medium_18_Greedy_20260411_203844.txt,puzzles/medium/medium_18.txt,medium_18.txt,Medium,Greedy,True,19,20,66.953125,0.017260966000094413
results/medium_13_DFS_20260411_204110.txt,puzzles/medium/medium_13.txt,medium_13.txt,Medium,DFS,True,75,76,195.453125,0.01436360100001366
results/hard_18_WAstar_W_1_5_20260411_222042.txt,puzzles/hard/hard_18.txt,hard_18.txt,Hard,WA* (W=1.5),True,29,30,266.0,0.014643427999544656
results/hard_13_WAstar_W_1_5_20260411_214735.txt,puzzles/hard/hard_13.txt,hard_13.txt,Hard,WA* (W=1.5),True,28,29,196.5546875,0.01928202599992801
results/easy_2_Greedy_20260411_180349.txt,puzzles/easy/easy_2.txt,easy_2.txt,Easy,Greedy,True,3,4,4.546875,0.0005199429870117456
results/easy_24_IDDFS_20260411_184039.txt,puzzles/easy/easy_24.txt,easy_24.txt,Easy,IDDFS,True,5,577,44.7734375,0.02599997200013604
results/hard_24_DFS_20260411_220138.txt,puzzles/hard/hard_24.txt,hard_24.txt,Hard,DFS,True,190,191,1831.71875,0.034022695000203385
results/easy_7_DFS_20260411_182128.txt,puzzles/easy/easy_7.txt,easy_7.txt,Easy,DFS,True,79,80,219.1796875,0.011574983989703469
results/easy_21_DFS_20260411_184535.txt,puzzles/easy/easy_21.txt,easy_21.txt,Easy,DFS,True,60,61,101.453125,0.011129449994768947
results/easy_9_BFS_20260411_183733.txt,puzzles/easy/easy_9.txt,easy_9.txt,Easy,BFS,True,7,424,446.078125,0.0846066369995242
results/medium_23_UCS_20260411_203514.txt,puzzles/medium/medium_23.txt,medium_23.txt,Medium,UCS,True,13,48746,50686.421875,5.6950948960000005
